isla_fix,cluster_hdbscan,Desconocido,Local,Turista
Gran Canaria,143,0.0,0.8787878787878788,0.12121212121212122
Gran Canaria,144,0.04878048780487805,0.0,0.9512195121951219
Gran Canaria,145,0.1437908496732026,0.35947712418300654,0.49673202614379086
Gran Canaria,146,0.8,0.0,0.2
Gran Canaria,147,0.8709677419354839,0.0,0.12903225806451613
Gran Canaria,148,0.0,0.0,1.0
Gran Canaria,149,0.08571428571428572,0.0,0.9142857142857143
Gran Canaria,150,0.0,0.7419354838709677,0.25806451612903225
Gran Canaria,151,0.10526315789473684,0.017543859649122806,0.8771929824561403
Gran Canaria,152,0.4533333333333333,0.08,0.4666666666666667
Gran Canaria,153,0.02857142857142857,0.0,0.9714285714285714
Gran Canaria,154,0.08181818181818182,0.6272727272727273,0.2909090909090909
Gran Canaria,155,0.34375,0.40625,0.25
Gran Canaria,156,0.17647058823529413,0.0,0.8235294117647058
Gran Canaria,157,0.0,0.9393939393939394,0.06060606060606061
Gran Canaria,158,0.05,0.725,0.225
Gran Canaria,159,0.06382978723404255,0.6382978723404256,0.2978723404255319
Gran Canaria,160,0.054945054945054944,0.054945054945054944,0.8901098901098901
Gran Canaria,161,0.008130081300813009,0.2032520325203252,0.7886178861788617
Gran Canaria,162,0.25892857142857145,0.36607142857142855,0.375
Gran Canaria,163,0.34782608695652173,0.14492753623188406,0.5072463768115942
Gran Canaria,164,0.017543859649122806,0.0,0.9824561403508771
Gran Canaria,165,0.3333333333333333,0.16666666666666666,0.5
Gran Canaria,166,0.0,0.8666666666666667,0.13333333333333333
Gran Canaria,167,0.03773584905660377,0.0,0.9622641509433962
Gran Canaria,168,0.07142857142857142,0.21428571428571427,0.7142857142857143
Gran Canaria,169,0.06521739130434782,0.06521739130434782,0.8695652173913043
Gran Canaria,170,0.0,0.025,0.975
Gran Canaria,171,0.0049504950495049506,0.0,0.995049504950495
Gran Canaria,172,0.0,0.031746031746031744,0.9682539682539683
Gran Canaria,173,0.0,0.90625,0.09375
Gran Canaria,174,0.06896551724137931,0.0,0.9310344827586207
Gran Canaria,175,0.24,0.28,0.48
Gran Canaria,176,0.0989010989010989,0.11538461538461539,0.7857142857142857
Gran Canaria,177,0.0,0.2857142857142857,0.7142857142857143
Gran Canaria,178,0.0,0.0,1.0
Gran Canaria,179,0.06666666666666667,0.6666666666666666,0.26666666666666666
Gran Canaria,180,0.0,0.0,1.0
Gran Canaria,181,0.008849557522123894,0.1504424778761062,0.8407079646017699
Gran Canaria,182,0.13333333333333333,0.4,0.4666666666666667
Gran Canaria,183,0.024390243902439025,0.24878048780487805,0.7268292682926829
La Gomera,0,0.2017167381974249,0.5407725321888412,0.2575107296137339
La Gomera,1,0.0,0.9714285714285714,0.02857142857142857
La Gomera,2,0.03333333333333333,0.0,0.9666666666666667
La Gomera,3,0.07142857142857142,0.7551020408163265,0.17346938775510204
La Gomera,4,0.11688311688311688,0.14285714285714285,0.7402597402597403
La Gomera,5,0.2413793103448276,0.017241379310344827,0.7413793103448276
La Gomera,6,0.01694915254237288,0.15254237288135594,0.8305084745762712
La Gomera,7,0.02197802197802198,0.07692307692307693,0.9010989010989011
La Gomera,8,0.13157894736842105,0.21052631578947367,0.6578947368421053
La Gomera,9,0.3902439024390244,0.024390243902439025,0.5853658536585366
La Gomera,10,0.0,0.20754716981132076,0.7924528301886793
La Gomera,11,0.15384615384615385,0.0,0.8461538461538461
La Gomera,12,0.23529411764705882,0.0,0.7647058823529411
La Gomera,13,0.0,0.0,1.0
La Gomera,14,0.0,0.08333333333333333,0.9166666666666666
La Gomera,15,0.0,0.14705882352941177,0.8529411764705882
La Gomera,16,0.1346153846153846,0.0,0.8653846153846154
La Gomera,17,0.0,1.0,0.0
La Gomera,18,0.00796812749003984,0.00796812749003984,0.9840637450199203
La Gomera,19,0.49019607843137253,0.058823529411764705,0.45098039215686275
La Gomera,20,0.2188679245283019,0.045283018867924525,0.7358490566037735
La Gomera,21,0.06666666666666667,0.4666666666666667,0.4666666666666667
La Gomera,22,0.0,0.3263888888888889,0.6736111111111112
La Gomera,23,0.9852941176470589,0.0,0.014705882352941176
La Gomera,24,0.05063291139240506,0.012658227848101266,0.9367088607594937
La Gomera,25,0.0,0.06896551724137931,0.9310344827586207
La Gomera,26,0.021739130434782608,0.1956521739130435,0.782608695652174
La Gomera,27,0.15,0.3,0.55
La Gomera,28,0.012987012987012988,0.11688311688311688,0.8701298701298701
La Gomera,29,0.0,0.2571428571428571,0.7428571428571429
La Gomera,30,0.030303030303030304,0.0,0.9696969696969697
La Gomera,31,0.0,0.08163265306122448,0.9183673469387755
La Gomera,32,0.0,0.08571428571428572,0.9142857142857143
La Gomera,33,0.34146341463414637,0.17073170731707318,0.4878048780487805
La Gomera,34,0.011627906976744186,0.005813953488372093,0.9825581395348837
La Gomera,35,0.20987654320987653,0.037037037037037035,0.7530864197530864
La Gomera,36,0.038834951456310676,0.02912621359223301,0.9320388349514563
La Gomera,37,0.019230769230769232,0.19230769230769232,0.7884615384615384
La Gomera,38,0.04411764705882353,0.17647058823529413,0.7794117647058824
La Gomera,39,0.5964912280701754,0.07017543859649122,0.3333333333333333
La Gomera,40,0.0,0.16129032258064516,0.8387096774193549
La Gomera,41,0.09210526315789473,0.7236842105263158,0.18421052631578946
La Gomera,42,0.029411764705882353,0.14705882352941177,0.8235294117647058
La Gomera,43,0.4772727272727273,0.06818181818181818,0.45454545454545453
La Gomera,44,0.11956521739130435,0.1956521739130435,0.6847826086956522
